Node.ID,sp.ID,stageID,Stage,Sp.stage,Name.Sp.stage,Presence.code,Type,Organismal.Group,Working.Group,WorkingName,Phylum,Class,Order,Family,Genus,Specific.epithet,Sp.name,Resolution,Habitat_Site,Consumer.Strategy,Consumer.Type,Mobility,Life.Cycle,Confidence.in.Node,Justification.Code,thermal.province,Localities,Ref.ID,Northern.Eastern.Pacific.Range.Limit,Southern.Eastern.PacificRange.Limit,Additional.Localities,Synonomy,Fishbase.OR.WoRMS.SearchTerms,biosis.diet.search.terms,NHM.Search.Terms,Google.Scholar.PS.Search.Terms,biosis.SearchTerms,BIOSIS.PS.records,NHM.records,FishPest,Biosis.host.only.terms,Biosis.host.only.records,NHM.host.count
1084,986,3,larvae,986.3,Caribeopsyllus.amphiodiae.986.3,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Thaumatopsyllidae,Caribeopsyllus,amphiodiae,Caribeopsyllus.amphiodiae,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,3,3,unknown,"Southern California, CA, USA; Carribean Sea",400; 381; 243; 505,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1085,987,4,chalimus,987.4,Chalimus(larvae).spp..987.4,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Chalimus(larvae),spp.,Chalimus(larvae).spp.,Family,External.Host,Ectoparasite,Parasite,Host-dependent,4,1,3,unknown,"Santa Monica Bay, CA, USA",486,,,,na,,,,,,NA,NA,NA,NA,NA,NA
1088,990,1,adult,990.1,Chondracanthus.heterostichi.990.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,Chondracanthus,heterostichi,Chondracanthus.heterostichi,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1; 3,unknown,"La Jolla, CA, USA",402,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1093,995,1,adult,995.1,Clavella.embiotocae.995.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Clavella,embiotocae,Clavella.embiotocae,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Orange County, CA, USA; Puget Sound, WA, USA; Avila Beach, CA, USA; Santa Barbara, CA, USA; Santa Cruz Island, CA, USA; Redondo Beach, CA, USA; Santo Tomas, Mexico; San Francisco, CA, USA; Yaquina Bay, Oregon, USA",244; 698,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1094,996,1,adult,996.1,Clavella.parva.996.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Clavella,parva,Clavella.parva,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"British Colombia, Canada; Diablo Cove, CA, USA",1025; 583,,,,"Clavella recta Wilson C.B., 1915 (listed as synonym by Castro Romero, 1985)
Clavellopsis parva (Wilson C.B., 1912)",,,,,,NA,NA,NA,NA,NA,NA
1095,997,1,adult,997.1,Clavellopsis.flexicervica.997.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Clavellopsis,flexicervica,Clavellopsis.flexicervica,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Southern California, CA, USA",586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1096,998,1,adult,998.1,Colobomatus.embiotocae.998.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Philichthyidae,Colobomatus,embiotocae,Colobomatus.embiotocae,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,3,unknown,"CA, USA; Central California, CA, USA; E Vancouver Island, British Colombia, Canada; Southern California, CA, USA; Southern California, CA, USA",36; 468; 725,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1099,1001,1,adult,1001.1,Cresseyus.longicaudus.1001.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Cresseyus,longicaudus,Cresseyus.longicaudus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Southern California, CA, USA",586,,,,"Bomolochus longicaudus, Holobomolochus longicaudus",,,,,,NA,NA,NA,NA,NA,NA
1104,1006,1,adult,1006.1,Echthrogaleus.coleoptratus.1006.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Pandaridae,Echthrogaleus,coleoptratus,Echthrogaleus.coleoptratus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,4,3,unknown,"San Francisco Bay, CA, USA",865,,,,"Dinematura braccata Dana, 1852 (synonym)
Dinematura coleoptrata Gu_rin-M_neville, 1837 (synonym)
Dinemoura affinis Milne Edwards, 1840 (synonym according to Cressey, 1967)
Dinemoura alata Milne Edwards, 1840 (synonym)
Dinemoura braccata (Dana, 1852) (synonym)
Dinemoura coleoptrata (Gu_rin-M_neville, 1837) (synonym)
Echthrogaleus affinis (Milne Edwards, 1840) (synonym)
Echthrogaleus braccatus (Dana, 1853) (synonymy)
Echthrogaleus perspicax Olsson, 1869 (synonym)
Nogaus luetkeni Norman, 1869 (synonym)
Pandarus alatus Johnston, 1836",,,,,,NA,NA,NA,NA,NA,NA
1105,1007,1,adult,1007.1,Ergasilus.lizae.1007.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Ergasilidae,Ergasilus,lizae,Ergasilus.lizae,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Anaheim Bay, CA, USA; Huntington Harbor, CA, USA; Southern California, CA, USA",36,,,,"Ergasilus nanus Beneden, 1870",,,,,,NA,NA,NA,NA,NA,NA
1106,1008,1,adult,1008.1,Ergasilus.sp..1008.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Ergasilidae,Ergasilus,sp.,Ergasilus.sp.,Genus,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Southern California, CA, USA",586,,,,na,,,,,,NA,NA,NA,NA,NA,NA
1107,1009,1,adult,1009.1,Ergasilus.turgidus.1009.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Ergasilidae,Ergasilus,turgidus,Ergasilus.turgidus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"British Colombia, Canada; Southern California, CA, USA",36; 304; 470; 42; 841,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1108,1010,1,adult,1010.1,Eudactylinodes.keratophagus.1010.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Eudactylinidae,Eudactylinodes,keratophagus,Eudactylinodes.keratophagus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,1,1; 3,unknown,"Southern California, CA, USA",224,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1109,1011,1,adult,1011.1,Gastrodelphys.dalesi.1011.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Gastrodelphyidae,Gastrodelphys,dalesi,Gastrodelphys.dalesi,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Marine (no area specified); Zuma Beach, CA, USA; Los Angeles, CA, USA; Pacific Coast, USA",706; 347; 182,,,,"Sabellacheres dalesi Green, 1961",,,,,,NA,NA,NA,NA,NA,NA
1113,1015,1,adult,1015.1,Hamaticolax(Holobomolochus).embiotocae.1015.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Hamaticolax(Holobomolochus),embiotocae,Hamaticolax(Holobomolochus).embiotocae,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Southern California, CA, USA; Anaheim Bay, CA, USA; Huntington Harbor, CA, USA",367; 36; 396; 586,,,,Hamaticolax embiotocae (accepted),,,,,,NA,NA,NA,NA,NA,NA
1114,1016,1,adult,1016.1,Hamaticolax(Holobomolochus).prolixus.1016.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Hamaticolax(Holobomolochus),prolixus,Hamaticolax(Holobomolochus).prolixus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Anaheim Bay, CA, USA; Santa Monica Bay, CA, USA",396; 395; 401; 191; 486,,,,"Bomolochus prolixus Cressey, 1969 (synonym)
Holobomolochus prolixus (Cressey, 1969)",,,,,,NA,NA,NA,NA,NA,NA
1115,1017,1,adult,1017.1,Hamaticolax(Holobomolochus).spinulus.1017.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida ,Bomolochidae,Hamaticolax(Holobomolochus),spinulus,Hamaticolax(Holobomolochus).spinulus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Diablo Cove, CA, USA; Santa Monica Bay, CA, USA",396; 395; 486; 583,,,,"Bomolochus spinulus Cressey, 1969 (synonym)
Holobomolochus spinulus (Cressey, 1969)",,,,,,NA,NA,NA,NA,NA,NA
1121,1023,1,adult,1023.1,Ismaila.occulata.1023.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Splanchnotrophidae,Ismaila,occulata,Ismaila.occulata,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,3,3,unknown,"Long Beach, CA, USA",403,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1122,1024,1,adult,1024.1,Lepeophtheirus.bifurcatus.1024.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,bifurcatus,Lepeophtheirus.bifurcatus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Santa Monica Bay, CA, USA; Southern California, CA, USA",36; 486; 770; 586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1123,1025,1,adult,1025.1,Lepeophtheirus.bifidus.1025.1,E,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,bifidus,Lepeophtheirus.bifidus,Species,External.Host,Ectoparasite,,Host-dependent,2,2,3,na,"Anaheim Bay, CA, USA",395; 770,,,,none,,,,,,NA,,,,,NA
1124,1026,1,adult,1026.1,Lepeophtheirus.brachyurus.1026.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,brachyurus,Lepeophtheirus.brachyurus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Southern California, CA, USA",770; 586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1126,1028,1,adult,1028.1,Lepeophtheirus.constrictus.1028.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,constrictus,Lepeophtheirus.constrictus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Southern California, CA, USA",770,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1127,1029,1,adult,1029.1,Lepeophtheirus.dissimulatus.1029.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,dissimulatus,Lepeophtheirus.dissimulatus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,4,3,unknown,"Ensenada, Baja California, Mexico; Puerto Penasco, Sonora, Mexico",686; 586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1129,1031,1,adult,1031.1,Lepeophtheirus.longipes.1031.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,longipes,Lepeophtheirus.longipes,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"La Jolla, CA, USA; Catalina Island, CA, USA",770; 1022,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1131,1033,1,adult,1033.1,Lepeophtheirus.oblitus.1033.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,oblitus,Lepeophtheirus.oblitus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Avila Beach, CA, USA; Santa Cruz Island, CA, USA; San Francisco, CA, USA; Avila Beach, CA, USA; Santa Barbara, CA, USA; Redondo Beach, CA, USA; Santo Tomas, Mexico",481; 485; 698,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1132,1034,1,adult,1034.1,Lepeophtheirus.parvus.1034.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,parvus,Lepeophtheirus.parvus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,1; 3,unknown,"OR, USA; Southern California, CA, USA; Santa Barbara, CA, USA",36; 586; 912; 204,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1133,1035,1,adult,1035.1,Lepeophtheirus.parviventris.1035.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,parviventris,Lepeophtheirus.parviventris,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Southern California, CA, USA; British Columbia, Canada",770; 1024; 586,,,,"Lepeophtheirus septentrionalis Townsend, 1938",,,,,,NA,NA,NA,NA,NA,NA
1134,1036,1,adult,1036.1,Lepeophtheirus.paulus.1036.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,paulus,Lepeophtheirus.paulus,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"San Diego, CA, USA",770,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1135,1037,1,adult,1037.1,Lepeophtheirus.pravipes.1037.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,pravipes,Lepeophtheirus.pravipes,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,1; 3,unknown,"Pacific Grove, CA, USA; British Colombia, Canada; San Diego, CA, USA; Southern California, CA, USA; Santa Barbara, CA, USA",1023; 1024; 487; 770; 204,,,,"Lepeophtheirus trifidus Shiino, 1965",,,,,,NA,NA,NA,NA,NA,NA
1136,1038,1,adult,1038.1,Lepeophtheirus.remiopsis.1038.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,remiopsis,Lepeophtheirus.remiopsis,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Huntington Beach, CA, USA; Santa Monica Bay, CA, USA; Southern California Bight, CA, USA",487; 770,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1137,1039,1,adult,1039.1,Lepeophtheirus.rotundipes.1039.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,rotundipes,Lepeophtheirus.rotundipes,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Orange County, CA, USA; Santa Monica Bay, CA, USA",245; 486,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1139,1041,1,adult,1041.1,Lepeophtheirus.schaadti.1041.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,schaadti,Lepeophtheirus.schaadti,Species,External.Host,Ectoparasite,Micropredator,Mobile,2,2,3,unknown,"Cabrillo Beach, San Pedro, CA, USA",770,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1140,1042,1,adult,1042.1,Lepeophtheirus.sp..1042.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,sp.,Lepeophtheirus.sp.,Genus,External.Host,Ectoparasite,Micropredator,Mobile,2,1,3,unknown,"Diablo Cove, CA, USA; Southern California, CA, USA; Central California, CA, USA; Yaquina Bay, OR, USA; La Jolla, CA, USA",1004; 462; 583; 770,,,,na,,,,,,NA,NA,NA,NA,NA,NA
1141,1043,1,adult,1043.1,Lepeophtheirus.spatha.1043.1,E,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Caligidae,Lepeophtheirus,spatha,Lepeophtheirus.spatha,Species,External.Host,Ectoparasite,,Host-dependent,2,2,3,na,"Santa Monica Bay CA, USA",241,,,,none,,,,,,NA,,,,,NA
1142,1044,1,adult,1044.1,Lernaeopoda.galei.1044.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Lernaeopoda,galei,Lernaeopoda.galei,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,4,3,unknown,"San Francisco Bay, CA, USA",865,,,,"Achtheres galei (Krèyer, 1837)
Achtheres selachiorum Kurz, 1877 (synonymy)
Lernaeopoda scyllicola Leigh-Sharpe, 1916 ",,,,,,NA,NA,NA,NA,NA,NA
1143,1045,1,adult,1045.1,Microchelonia(Namakosiramia).californiensis.1045.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Microchelonia(Namakosiramia),californiensis,Microchelonia(Namakosiramia).californiensis,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Palos Verdes, CA, USA",443; 399,,,,"Namakosiramia californiensis Ho & Perkins, 1977",,,,,,NA,NA,NA,NA,NA,NA
1146,1048,1,adult,1048.1,Naobranchia.occidentalis.1048.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Naobranchia,occidentalis,Naobranchia.occidentalis,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Diablo Cove, CA, USA; Southern California, CA, USA; Central California, CA, USA; British Columbia, Canada",1025; 411; 462; 481; 583; 586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1147,1049,1,adult,1049.1,Naobranchia.scorpaenae.1049.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Naobranchia,scorpaenae,Naobranchia.scorpaenae,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Santa Monica Bay, CA, USA",244,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1148,1050,1,adult,1050.1,Naobranchia(Neobrachiella).microsoma.1050.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Naobranchia(Neobrachiella),microsoma,Naobranchia(Neobrachiella).microsoma,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Orange County, CA, USA",244,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1150,1052,1,adult,1052.1,Norkus.cladocephalus.1052.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Sphyriidae,Norkus,cladocephalus,Norkus.cladocephalus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Palos Verdes, CA, USA; Seal Beach, CA, USA; Huntington Beach, CA, USA",239,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1151,1053,1,adult,1053.1,Pandarus.bicolor.1053.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Pandaridae,Pandarus,bicolor,Pandarus.bicolor,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,4,3,unknown,"San Francisco Bay, CA, USA; Northern California, CA, USA",254; 68; 586; 865,,,,"Caligus bicolor Lamarck, 1818 (synonym)
Nogagus angustulus Gerstaecker, 1854 (synoym)
Nogagus latus Scott T., 1907 (synonym)
Nogaus latus Scott T., 1908 (synonym)
Pandarus boscii Leach, 1816 (synonym)
Pandarus fissifrons Milne Edwards, 1840 (synonym)
Pandarus lividus Frey & Leuckart, 1847 ",,,,,,NA,NA,NA,NA,NA,NA
1153,1055,1,adult,1055.1,Parabrachiella.gracilis.1055.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Parabrachiella,gracilis,Parabrachiella.gracilis,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,3,3,unknown,"Ensenada, Baja California, Mexico",586; 686,,,,"Brachiella gracilis, Neobrachiella gracilis
",,,,,,NA,NA,NA,NA,NA,NA
1154,1056,1,adult,1056.1,Parabrachiella(Neobrachiella).robusta.1056.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Parabrachiella(Neobrachiella),robusta,Parabrachiella(Neobrachiella).robusta,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Diablo Cove, CA, USA; Santa Monica Bay, CA, USA",583; 483; 481; 486,,,,"Brachiella robusta (Wilson C.B., 1912)
Clavella robusta Wilson C.B., 1912
Clavellopsis robusta (Wilson C.B., 1912)
Neobrachiella robusta (Wilson C.B., 1912)",,,,,,NA,NA,NA,NA,NA,NA
1155,1057,1,adult,1057.1,Parabrachiella.paralichthyos.1057.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Parabrachiella,paralichthyos,Parabrachiella.paralichthyos,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,4,3,unknown,"Santa Monica Bay, CA, USA",486,,,,"Neobrachiella paralichthyos Castro-Romero & Baeza-Kuroki, 1986",,,,,,NA,NA,NA,NA,NA,NA
1156,1058,1,adult,1058.1,Parabrachiella.sp..1058.1,E,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Lernaeopodidae,Parabrachiella,sp.,Parabrachiella.sp.,Genus,External.Host,Ectoparasite,,Host-dependent,2,2,3,na,"Santa Monica Bay CA, USA",486; 795,,,,Neobrachiella,,,,,,NA,,,,,NA
1157,1059,1,adult,1059.1,Phrixocephalus.cincinnatus.1059.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Pennellidae,Phrixocephalus,cincinnatus,Phrixocephalus.cincinnatus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Palos Verdes, CA, USA",411; 788,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1158,1060,1,adult,1060.1,Pseudodiocus.scorpaenus.1060.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Chondracanthidae,Pseudodiocus,scorpaenus,Pseudodiocus.scorpaenus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Santa Monica Bay, CA, USA",753; 402,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1162,1064,1,adult,1064.1,Sarcotaces.arcticus.1064.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Philichthyidae,Sarcotaces,arcticus,Sarcotaces.arcticus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Diablo Cove, CA, USA",583,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1164,1066,1,adult,1066.1,Taeniacanthodes.haakeri.1066.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Taeniacanthidae,Taeniacanthodes,haakeri,Taeniacanthodes.haakeri,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Santa Monica Bay, CA, USA; Southern California, CA, USA",242; 36; 395; 586; 486,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1165,1067,1,adult,1067.1,Taeniastrotos.californiensis.1067.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Cyclopoida,Taeniacanthidae,Taeniastrotos,californiensis,Taeniastrotos.californiensis,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,3,3,unknown,"Southern California, CA, USA",586; 191,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1166,1068,1,adult,1068.1,Trebius.caudatus.1068.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Trebiidae,Trebius,caudatus,Trebius.caudatus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,4,3,unknown,"Elkhorn Slough, CA, USA",586; 597,,,,"Trebius spinifrons Milne Edwards, 1840",,,,,,NA,NA,NA,NA,NA,NA
1167,1069,1,adult,1069.1,Trebius.heterodonti.1069.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Trebiidae,Trebius,heterodonti,Trebius.heterodonti,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Seal Beach, CA, USA; Southern California Bight, CA, USA ",225,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1168,1070,1,adult,1070.1,Trebius.latifurcatus.1070.1,L,symbiont,Crustacea,copepoda,parasiticcopepod,Arthropoda,Hexanauplia,Siphonostomatoida,Trebiidae,Trebius,latifurcatus,Trebius.latifurcatus,Species,External.Host,Ectoparasite,Parasite,Host-dependent,2,2,3,unknown,"Southern California, CA, USA; Venice, CA, USA",225; 586,,,,none,,,,,,NA,NA,NA,NA,NA,NA
1169,1071,1,adult,1071.1,Betaeus.macginitieae.1071.1,L,symbiont,Crustacea,Decapoda,commensalshrimp,Arthropoda,Malacostraca,Decapoda,Alpheidae,Betaeus,macginitieae,Betaeus.macginitieae,Species,External.Host,EctoCommensal,Predator,Mobile,1,2,3,both,Marine (no area specified),373,"Monterey, CA, USA","Catalina Island, Channel Islands, CA, USA",,none,,,,,,NA,NA,NA,NA,NA,NA
1170,1072,1,adult,1072.1,Opisthopus.transversus.1072.1,L,symbiont,Crustacea,Decapoda,peacrab,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Opisthopus,transversus,Opisthopus.transversus,Species,External.Host,EctoCommensal,Parasite,Host-dependent,5,2,3,warm,"Mexican Pacific; Southern California, CA, USA",151,"Monterey, CA, USA","Baja California, Mexico",,"Pinnotheres nudus Holmes, 1895",,,,,,NA,NA,NA,NA,NA,NA
1172,1074,1,adult,1074.1,Triticella.sp..1074.1,L,symbiont,Bryozoa,Bryozoa,epibiontbryozoan,Bryozoa,Gymnolaemata,Ctenostomatida,Triticellidae,Triticella,sp.,Triticella.sp.,Genus,External.Host,EctoCommensal,Predator,Host-dependent,1,1,1,unknown,"Santa Barbara, CA, USA",204,,,,,,,,,,NA,NA,NA,NA,NA,NA
