Node.ID,sp.ID,stageID,Stage,Sp.stage,Name.Sp.stage,Presence.code,Type,Organismal.Group,Working.Group,WorkingName,Phylum,Class,Order,Family,Genus,Specific.epithet,Sp.name,Resolution,Habitat_Site,Consumer.Strategy,Consumer.Type,Mobility,Life.Cycle,Confidence.in.Node,Justification.Code,thermal.province,Localities,Ref.ID,Northern.Eastern.Pacific.Range.Limit,Southern.Eastern.PacificRange.Limit,Additional.Localities,Synonomy,Fishbase.OR.WoRMS.SearchTerms,biosis.diet.search.terms,NHM.Search.Terms,Google.Scholar.PS.Search.Terms,biosis.SearchTerms,BIOSIS.PS.records,NHM.records,FishPest,Biosis.host.only.terms,Biosis.host.only.records,NHM.host.count
527,468,1,Adult,468.1,Acarnus.erithacus.468.1,L,free.living,Porifera,sponge,sponge,Porifera,Demospongiae,Poecilosclerida,Acarnidae,Acarnus,erithacus,Acarnus.erithacus,Species,rock,Filter,Predator,Sessile,1,3,3,both,"Southern California, CA, USA",1107,"AK, USA","Baja California, Mexico",,none,Acarnus erithacus,,Acarnus,"[""Acarnus erithacus""] AND parasite",Acarnus SAME parasit*,0,0,NA,Acarnus,5,NA
528,469,1,Adult,469.1,Cliona.californiana.469.1,L,free.living,Porifera,sponge,sponge,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,californiana,Cliona.californiana,Species,rock,Filter,Predator,Sessile,1,1,1; 3,both,"Santa Barbara, CA, USA",1107,"AK, USA","Baja California, Mexico",,"Cliona celata var. californiana de Laubenfels, 1932 (status change), Pseudosuberites pseudos Dickinson, 1945 (genus transfer & junior synonym)",Cliona californiana,,Cliona,"[""Cliona californiana"" OR ""Cliona celata var. californiana"" OR ""Pseudosuberites pseudos""] AND parasite",(Cliona SAME parasit*),10,0,NA,Cliona,323,NA
529,470,1,Adult,470.1,Suberites.sp..470.1,L,free.living,Porifera,sponge,sponge,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,sp.,Suberites.sp.,Species,rock,Filter,Predator,Sessile,1,3,3,cold,"Southern California, CA, USA",1107,"Central California, CA, USA","San Nicolas Island, Channel Islands, CA, USA",,na,,,Suberites,"[""Suberites""] AND parasite",Suberites SAME parasit*,8,0,NA,Suberites,584,NA
530,471,1,Adult,471.1,Archidistoma.spp..471.1,L,free.living,Tunicate,compound tunicate,Tunicates,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Archidistoma,spp.,Archidistoma.spp.,Genus,rock,Filter,Predator,Sessile,1,1,2,both,"Naples Reef, Santa Barbara Channel, CA, USA; Bullito, Santa Barbara Channel, CA, USA",881,"British Columbia, Canada ","Baja California, Mexico",,na,,,Archidistoma,Archidistoma parasite,Archidistoma,0,0,NA,Archidistoma,2,NA
531,472,1,Adult,472.1,Chelyosoma.productum.472.1,L,free.living,Tunicate,solitary tunicate,tunicate,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Chelyosoma,productum,Chelyosoma.productum,species,rock,Filter,Predator,Sessile,1,1,2,both,"LTER sites, Santa Barbara Channel, CA, USA",881; 78,"AK, USA","San Diego, CA, USA",,Chelyosoma producta,Chelyosoma productum,,"Chelyosoma productum, Chelyosoma producta ",Chelyosoma parasite,"(Chelyosoma SAME productum SAME parasit*), (Chelyosoma SAME producta SAME parasit*)",0,0,NA,(Chelyosoma SAME productum),25,NA
532,473,1,Adult,473.1,Clavelina.huntsmani.473.1,L,free.living,Tunicate,compound tunicate,light bulb tunicate,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,huntsmani,Clavelina.huntsmani,Species,rock,Filter,Predator,Sessile,1,1,2,both,"LTER sites, Santa Barbara Channel, CA, USA",881,"British Columbia, Canada ","San Diego, CA, USA",,none,Clavelina huntsmani,,Clavelina,"""Clavelina huntsmani"" parasite",Clavelina SAME huntsmani,0,0,NA,Clavelina SAME huntsmani),2,NA
533,474,1,Adult,474.1,Didemnum.spp..474.1,L,free.living,Tunicate,compound tunicate,carpet tunicate,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,spp.,Didemnum.spp.,Genus,rock,Filter,Predator,Sessile,1,3,3,both,"CA, USA",693,"British Columbia, Canada ","Baja California, Mexico",,na,,,Didemnum,Didemnum parasite,Didemnum SAME parasit*,9,0,NA,Didemnum,532,NA
534,475,1,Adult,475.1,Euherdmania.claviformis.475.1,L,free.living,Tunicate,compound tunicate,tunicate,Chordata,Ascidiacea,Aplousobranchia,Euherdmaniidae,Euherdmania,claviformis,Euherdmania.claviformis,Species,benthic substrate,Filter,Predator,Sessile,1,1,2,warm,"LTER sites, Santa Barbara Channel, CA, USA",881,"Central California, CA, USA","San Diego, CA, USA",,Herdmania claviformis,Euherdmania claviformis,,"Euherdmania claviformis, Herdmania claviformis","""Euherdmania claviformis"" parasite, [""Herdmania claviformis""] parasite","(Euherdmania SAME claviformis SAME parasit*), (Herdmania SAME claviformis SAME parasit*)",1,0,NA,"(Herdmania SAME claviformis), (Euherdmania SAME claviformis)",3,NA
535,476,1,Adult,476.1,Metandrocarpa.taylori.476.1,L,free.living,Tunicate,compound tunicate,tunicate,Chordata,Ascidiacea,Ascidiacea,Ascidiacea,Metandrocarpa,taylori,Metandrocarpa.taylori,Species,rock,Filter,Predator,Sessile,1,2,3,both,"Channel Islands, CA, USA",406,"British Columbia, Canada ","San Diego, CA, USA",,none,,,Metandrocarpa,"""Metandrocarpa taylori"" parasite",Metandrocarpa SAME parasit*,1,0,NA,Metandrocarpa,14,NA
536,477,1,Adult,477.1,Polyclinum.planum.477.1,L,free.living,Tunicate,compound tunicate,elephant ear tunicate,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Polyclinum,planum,Polyclinum.planum,Species,rock,Filter,Predator,Sessile,1,1,2,both,"Bullito, Santa Barbara Channel, CA, USA",881,"Northern California, CA, USA","Baja California, Mexico",,Glossophorum planum,Polyclinum planum,,"Polyclinum planum, Glossophorum planum","""Polyclinum planum"" parasite; [""Glossophorum planum""] parasite","(Glossophorum SAME planum SAME parasit*), (Polyclinum SAME planum SAME parasit*)",1,0,NA,"(Polyclinum SAME planum), Glossophorum SAME planum",12,NA
537,478,1,Adult,478.1,Pycnoclavella.stanleyi.478.1,L,free.living,Tunicate,compound tunicate,tunicate,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Pycnoclavella,stanleyi,Pycnoclavella.stanleyi,Species,rock,Filter,Predator,Sessile,1,1,1; 2; 3,both,"Santa Barbara Channel, CA, USA",1067; 204,"British Columbia, Canada ","Baja California, Mexico",,none,Pycnoclavella stanleyi,,Pycnoclavella stanleyi,"""Pycnoclavella stanleyi"" parasite",(Pycnoclavella SAME stanleyi SAME parasit*),0,0,NA,(Pycnoclavella SAME stanleyi),5,NA
538,479,1,Adult,479.1,Trididemnum.opacum.479.1,L,free.living,Tunicate,compound tunicate,tunicate,Chordata,Ascidiacea,Ascidiacea,Ascidiacea,Trididemnum,opacum,Trididemnum.opacum,Species,rock,Filter,Predator,Sessile,1,2,3,both,"Catalina Island, Channel Islands, CA, USA",406,"Northern California, CA, USA","San Diego, CA, USA",,"Didemnum opacum, Trididemnum dellavallei, Trididemnum dellavalley",,,Trididemnum,"""Trididemnum opacum"" parasite; [""Didemnum opacum"" OR ""Trididemnum dellavallei"" OR ""Trididemnum dellavalley""] AND parasite",Trididemnum SAME parasit*,2,0,NA,Trididemnum,109,NA
539,480,1,Adult,480.1,Styela.montereyensis.480.1,L,free.living,Tunicate,solitary tunicate,stalked tunicate,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,montereyensis,Styela.montereyensis,Species,rock,Filter,Predator,Sessile,1,1,1; 2,both,"LTER sites, Santa Barbara Channel, CA, USA",881; 759; 78,,,,"Clavellinopsis rubra, Cynthia montereyensis, Styela rubra, Tethyum montereyense, Tethyum montereyensis",Styela montereyensis,,"Styela montereyensis,Clavellinopsis rubra, Cynthia montereyensis, Styela rubra, Tethyum montereyense, Tethyum montereyensis ","""Styela montereyensis"" parasite; [""Clavellinopsis rubra"" OR ""Cynthia montereyensis"" OR ""Styela rubra"" OR ""Tethyum montereyense"" OR ""Tethyum montereyensis""] parasite","(Styela SAME montereyensis SAME parasit*), (Clavellinopsis SAME rubra SAME parasit*), (Cynthia SAME montereyensis SAME parasit*), (Styela SAME rubra SAME parasit*), (Tethyum SAME montereyense SAME parasit*), (Tethyum SAME montereyensis SAME parasit*)",0,0,NA,"(Styela SAME montereyensis), (Clavellinopsis SAME rubra), (Cynthia SAME montereyensis), (Styela SAME rubra), (Tethyum SAME montereyense), (Tethyum SAME montereyensis)",19,NA
540,481,0,dead,481,dissolvedorganicmatter.DOM.481.0,L,free.living,Other,detritus,DOM,NA,NA,NA,NA,dissolvedorganicmatter,DOM,dissolvedorganicmatter.DOM,Group,water column,non-feeding,non-feeding,Passive,7,1,3,both,Cosmopolitan,334,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
541,482,0,dead,482,"smalldetritus(POM,feces,etc.).omnivorous.482.0",L,free.living,Other,detritus,small detritus,NA,NA,NA,NA,"smalldetritus(POM,feces,etc.)",omnivorous,"smalldetritus(POM,feces,etc.).omnivorous",Group,non-specific,non-feeding,non-feeding,Passive,7,1,1; 3,both,Cosmopolitan,1031; 361; 562,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
542,483,0,dead,483,Animal_detritus.carrion.483.0,L,free.living,Other,detritus,carrion,NA,NA,NA,NA,Animal_detritus,carrion,Animal_detritus.carrion,Group,non-specific,non-feeding,non-feeding,Passive,7,1,1; 3,both,Cosmopolitan,204,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
543,484,0,dead,484,Algal_detritus.drift_algae.484.0,L,free.living,Other,detritus,drift algae,NA,NA,NA,NA,Algal_detritus,drift_algae,Algal_detritus.drift_algae,Group,non-specific,non-feeding,non-feeding,Passive,7,1,1; 3,both,Cosmopolitan,204,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
544,485,1,Adult,485.1,Diatoms.spp..485.1,L,free.living,Microalgae,Diatoms,planktonic_diatoms,Ochrophyta,Bacillariophyceae,Bacillariophyceae,Diatomeae,Diatoms,spp.,Diatoms.spp.,Group,water column,Autotroph,Autotroph,Passive,1,1,1; 3,both,Cosmopolitan,334,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
545,486,1,Adult,486.1,Oikopleura.sp..486.1,L,free.living,Tunicate,zooplankton,larvacean,Chordata,Appendicularia,Oikopleuridae,Oikopleuridae,Oikopleura,sp.,Oikopleura.sp.,Genus,water column,Herbivore,Predator,Sessile,1,1,1,both,"Mohawk Reef, Santa Barbara Channel, CA, USA",204,Cosmopolitan,Cosmopolitan,,na,,,Oikopleura,,Oikopleura SAME parasit*,11,0,NA,Oikopleura,515,NA
546,487,1,Adult,487.1,benthicdiatoms.spp..487.1,L,free.living,Microalgae,benthic diatoms,benthic diatoms,Ochrophyta,Bacillariophyceae,Bacillariophyceae,Diatomeae,benthicdiatoms,spp.,benthicdiatoms.spp.,Group,benthic substrate,Autotroph,Autotroph,Passive,1,1,1; 3,both,Cosmopolitan,334,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
547,488,1,Adult,488.1,benthicforams.spp..488.1,L,free.living,Foraminifera,benthic forams,benthic forams,Foraminifera,Foraminifera,Foraminifera,Foraminifera,benthicforams,spp.,benthicforams.spp.,Group,benthic substrate,Autotroph,Autotroph,Passive,7,1,1; 3,both,Cosmopolitan,251; 738,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
548,489,1,Adult,489.1,freelivingnematodes.spp..489.1,L,free.living,Nematoda,Nematoda,free living nematodes,Nematoda,Nematoda,Nematoda,Nematoda,freelivingnematodes,spp.,freelivingnematodes.spp.,Group,benthic substrate,Omnivore,Predator,Mobile,1,1,1; 3,both,Cosmopolitan,204,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
549,490,1,Adult,490.1,bacteria.spp..490.1,L,free.living,Other,Bacteria,bacteria,bacteria,bacteria,bacteria,bacteria,bacteria,spp.,bacteria.spp.,Group,water column,Detritivore,Micropredator,Passive,1,1,3,both,Cosmopolitan,344,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
550,491,1,Adult,491.1,Ciliates.spp..491.1,L,free.living,Other,Protozoa,Ciliates (tintinnids),Protozoa,ciliates,ciliates,ciliates,Ciliates,spp.,Ciliates.spp.,Group,water column,Filter,Predator,Passive,1,1,3,both,Cosmopolitan,332; 335; 517,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
551,492,1,Adult,492.1,Dinoflagellates.spp..492.1,L,free.living,Other,Protozoa,Dinoflagellates,Myzozoa,Dinoflagellata,Dinoflagellata,Dinoflagellates,Dinoflagellates,spp.,Dinoflagellates.spp.,Group,water column,Autotroph,Autotroph,Passive,1,1,3,both,Cosmopolitan,84; 516; 517; 968,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
552,493,3,larvae,493.3,Copepod_nauplii.spp..493.3,L,free.living,Crustacea,zooplankton,Copepod nauplii,Arthropoda,Hexanauplia,Copepoda,Copepod nauplii,Copepod_nauplii,spp.,Copepod_nauplii.spp.,Group,water column,Herbivore,Predator,Mobile,4,1,1; 3,both,Cosmopolitan,332; 1017,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
553,494,1,Adult,494.1,nanoflagellates.spp..494.1,L,free.living,Other,Protozoa,nanoflagellates,Protozoa,nanoflagellates,nanoflagellates,nanoflagellates,nanoflagellates,spp.,nanoflagellates.spp.,Group,water column,Herbivore,Autotroph,Passive,1,1,3,both,Cosmopolitan,511,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
554,495,2,egg,495.2,invertebrate_eggs.spp..495.2,L,free.living,Other,Eggs,invertebrate eggs,Invertebrata,Invertebrata,Invertebrata,invertebrate eggs,invertebrate_eggs,spp.,invertebrate_eggs.spp.,Group,water column,non-feeding,non-feeding,Passive,5,1,3,both,Cosmopolitan,332; 335,Cosmopolitan,Cosmopolitan,,,,,,,,NA,,NA,,,NA
555,496,1,adult,496.1,Andracantha.phalacrocoracis.496.1,L,symbiont,Acanthocephala,Acanthocephala,Andracantha,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Andracantha,phalacrocoracis,Andracantha.phalacrocoracis,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,1,3; 12,unknown,"Santa Barbara, CA, USA",888,,,,"Corynosoma phalacrocoracis Yamaguti, 1939 ",,,,,,NA,NA,NA,NA,NA,7
556,496,4,cystacanth,496.4,Andracantha.phalacrocoracis.496.4,L,symbiont,Acanthocephala,Acanthocephala,Andracantha,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Andracantha,phalacrocoracis,Andracantha.phalacrocoracis,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,1,1,unknown,"Santa Barbara, CA, USA",204,,,,"Corynosoma phalacrocoracis Yamaguti, 1939 ",,,,,,NA,NA,NA,NA,NA,7
557,497,1,Adult,497.1,Corynosoma.strumosum.497.1,L,symbiont,Acanthocephala,Acanthocephala,Corynosoma,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,strumosum,Corynosoma.strumosum,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,1,1; 3,both,"Santa Barbara, CA, USA",615,,,,"Corynosoma ambispinigerum Harada, 1935 (Synonym)
Corynosoma carchariae Linton, 1891 (Synonym)
Corynosoma incrassatus Linton, 1891 (Synonym)
Corynosoma osmeri Fujita, 1921 (synonym)
Corynosoma striatus Villot, 1875 (Synonym)
Corynosoma ventricosum (Rudolphi, 1809) (Synonym)
Echinorhynchus strumosum Rudolphi, 1802 (basionym)",,,,,,NA,NA,NA,NA,NA,135
558,497,4,cystacanth,497.4,Corynosoma.strumosum.497.4,L,symbiont,Acanthocephala,Acanthocephala,Corynosoma,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,strumosum,Corynosoma.strumosum,Species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,1,1; 3,both,"Baja California, Mexico; Pacific Coast, USA; Southern California, CA, USA; Central California, CA, USA; Diablo Cove, CA, USA; Northern Pacific; Pacific Ocean; Puget Sound, WA, USA; Santa Barbara, CA, USA; Santa Cruz Island, CA, USA; Redondo Beach, CA, USA; Santo Tomas, Mexico; San Francisco, CA, USA; Avila Beach, CA, USA",204,,,,"Corynosoma ambispinigerum Harada, 1935 (Synonym)
Corynosoma carchariae Linton, 1891 (Synonym)
Corynosoma incrassatus Linton, 1891 (Synonym)
Corynosoma osmeri Fujita, 1921 (synonym)
Corynosoma striatus Villot, 1875 (Synonym)
Corynosoma ventricosum (Rudolphi, 1809) (Synonym)
Echinorhynchus strumosum Rudolphi, 1802 (basionym)",,,,,,NA,NA,NA,NA,NA,135
559,498,1,Adult,498.1,Corynosoma.australe(obtuscens).498.1,L,symbiont,Acanthocephala,Acanthocephala,Corynosoma,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,australe(obtuscens),Corynosoma.australe(obtuscens),species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,1,3,unknown,"San Diego, CA, USA",615,,,,"Corynosoma obtuscens Lincicome, 1943 (Synonym)
Corynosoma otariae Morini & Boero, 1961",,,,,,NA,NA,NA,NA,NA,0
560,498,4,cystacanth,498.4,Corynosoma.australe(obtuscens).498.4,L,symbiont,Acanthocephala,Acanthocephala,Corynosoma,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,australe(obtuscens),Corynosoma.australe(obtuscens),species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,3,1,1,unknown,"Santa Barbara, CA, USA",204,,,,"Corynosoma obtuscens Lincicome, 1943 (Synonym)
Corynosoma otariae Morini & Boero, 1961",,,,,,NA,NA,NA,NA,NA,0
561,499,1,adult,499.1,Corynosoma.enhydri.499.1,E,symbiont,Acanthocephala,Acanthocephala,Corynosoma,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma,enhydri,Corynosoma.enhydri,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,5,2,3,cold,Alaska; Central CA,617; 504; 641,,,,"Corynosoma enhydris, 
Corynosoma macrosomum",,,,,,NA,,,,,2
562,500,1,adult,500.1,Echinorhynchus.gadi.500.1,L,symbiont,Acanthocephala,Acanthocephala,Echinorhynchus,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus,gadi,Echinorhynchus.gadi,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,3,1; 3,both,"Central California, CA, USA; Southern California, CA, USA",41; 583,,,,,,,,,,NA,NA,NA,NA,NA,150
564,501,1,adult,501.1,Profilicollis.altmani.501.1,L,symbiont,Acanthocephala,Acanthocephala,Profilicollis,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Profilicollis,altmani,Profilicollis.altmani,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,1,2,3,both,"CA, USA; Central California, CA, USA; Northwestern Atlantic, Canada",858; 641,,,,"Polymorphus altmani (Perry, 1942)",,,,,,NA,NA,NA,NA,NA,2
573,510,1,adult,510.1,Demodex.zalophi.510.1,L,symbiont,Acari,Acari,nasal mite,Arthropoda,Arachnida,Trombidiformes,Demodicidae,Demodex,zalophi,Demodex.zalophi,species,External.Host,Ectoparasite,Pathogen,Host-dependent,7,4,3,unknown,"CA, USA",618; 539,,,,,,,,,,NA,NA,NA,NA,NA,0
574,511,1,adult,511.1,Halarachne.halichoeri.511.1,L,symbiont,Acari,Acari,nasal mite,Arthropoda,Arachnida,Mesostigmata,Halarachnidae,Halarachne,halichoeri,Halarachne.halichoeri,species,External.Host,Ectoparasite,Pathogen,Host-dependent,7,4,3,unknown,"WA, USA; CA, USA",618; 791,,,,,,,,,,NA,NA,NA,NA,NA,0
575,512,1,adult,512.1,Halarachne.miroungae.512.1,L,symbiont,Acari,Acari,nasal mite,Arthropoda,Arachnida,Mesostigmata,Halarachnidae,Halarachne,miroungae,Halarachne.miroungae,species,External.Host,Ectoparasite,Pathogen,Host-dependent,7,4,3,unknown,"AK, USA; San Diego Zoo, San Diego, CA",618,,,,,,,,,,NA,NA,NA,NA,NA,0
577,514,3,nymph,514.3,Neottialges.evansi.514.3,L,symbiont,Acari,Acari,skin mite,Arthropoda,Arachnida,Astigmata,Hypoderatidae,Neottialges,evansi,Neottialges.evansi,species,External.Host,Ectoparasite,Pathogen,Host-dependent,7,4,3,unknown,"CA, USA; LA, USA",911; 740; 782,,,,,,,,,,NA,NA,NA,NA,NA,0
578,515,1,adult,515.1,Orthohalarachne.attenuata.515.1,L,symbiont,Acari,Acari,nasal mite,Arthropoda,Arachnida,Mesostigmata,Halarachnidae,Orthohalarachne,attenuata,Orthohalarachne.attenuata,species,External.Host,Ectoparasite,Pathogen,Host-dependent,7,3,3,unknown,"CA, USA; Sausalito, CA, USA",618; 539,,,,,,,,,,NA,NA,NA,NA,NA,0
579,516,1,adult,516.1,Orthohalarachne.diminuata.516.1,L,symbiont,Acari,Acari,nasal mite,Arthropoda,Arachnida,Mesostigmata,Halarachnidae,Orthohalarachne,diminuata,Orthohalarachne.diminuata,species,External.Host,Ectoparasite,Pathogen,Host-dependent,7,3,3,unknown,"CA, USA; Sausalito, CA, USA",618; 539,,,,,,,,,,NA,NA,NA,NA,NA,0
583,520,1,adult,520.1,Lafystius.sp..520.1,L,symbiont,Crustacea,Amphipoda,parasiticamphipod,Arthropoda,Malacostraca,Amphipoda,Lafystiidae,Lafystius,sp.,Lafystius.sp.,Genus,External.Host,Ectoparasite,Parasite,Host-dependent,7,2,3,unknown,"Southern California, CA, USA; Central California, CA, USA",462,,,,,,,,,,NA,NA,NA,NA,NA,0
587,524,1,adult,524.1,Multicalyx.cristata.524.1,L,symbiont,Aspidogastrea,Aspidogastrea,aspidobothrea,Platyhelminthes,Trematoda,Aspidogastrida,Multicalycidae,Multicalyx,cristata,Multicalyx.cristata,species,Internal.Host,Pathogen,Parasite,Host-dependent,7,1,1; 3,unknown,"Southern California, CA, USA; Gulf of California, Mexico; Santa Barbara Channel, Santa Barbara, CA, USA",586; 755,,,,"Macraspis (Multicalyx) cristata (Faust & Tang, 1936) (Superseded combination)
Macraspis cristata (Faust & Tang, 1936) (Superseded combination)
Multicalyx multicristatus Parukhin & Tkachuk, 1980 (Synonym)
Stichocotyle (Multicalyx) cristata Faust & Tang, 1936 (Superseded combination)
Stichocotyle cristata Faust & Tang, 1936 (Superseded combination)
Taeniocotyle cristata (Faust & Tang, 1936) ",,,,,,NA,NA,NA,NA,NA,3
588,525,1,adult,525.1,Kurtiella.pedroana.525.1,L,symbiont,Bivalvia,Bivalvia,parasiticclam,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kurtiella,pedroana,Kurtiella.pedroana,species,External.Host,Ectoparasite,Parasite,Host-dependent,1,4,3,unknown,"CA, USA",74,,,,"Mysella pedroana Dall, 1899 (original combination)
Rochefortia golischi Dall, 1916",,,,,,NA,NA,NA,NA,NA,0
591,528,1,adult,528.1,Acanthobothrium.goldsteini.528.1,L,symbiont,Cestoda,Cestoda,onchobothrid,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,goldsteini,Acanthobothrium.goldsteini,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,2,3; 12,unknown,"Southern California, CA, USA",34,,,,,,,,,,NA,NA,NA,NA,NA,1
593,529,1,adult,529.1,Acanthobothrium.bajaensis.529.1,L,symbiont,Cestoda,Cestoda,onchobothrid,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,bajaensis,Acanthobothrium.bajaensis,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,2,1; 3,unknown,"Santa Barbara, CA, USA; San Quintin Bay, Baja California, Mexico; Newport Bay, CA, USA",204; 34; 326,,,,none,,,,,,NA,NA,NA,NA,NA,1
595,531,1,adult,531.1,Acanthobothrium.holorhini.531.1,L,symbiont,Cestoda,Cestoda,onchobothrid,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,holorhini,Acanthobothrium.holorhini,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,2,3,unknown,"EM Pacific, Long Beach Harbor, CA, USA",586; 326; 149,,,,,,,,,,NA,NA,NA,NA,NA,2
597,533,1,adult,533.1,Acanthobothrium.microcephalum.533.1,L,symbiont,Cestoda,Cestoda,onchobothrid,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,microcephalum,Acanthobothrium.microcephalum,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,2,3,unknown,"Southern California, CA, USA; Gulf of California, Mexico",586; 326,,,,,,,,,,NA,NA,NA,NA,NA,1
603,539,1,adult,539.1,Acanthobothrium.unilateralis.539.1,L,symbiont,Cestoda,Cestoda,onchobothrid,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,unilateralis,Acanthobothrium.unilateralis,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,2,3,unknown,"Southern California, CA, USA; Gulf of California, Mexico",586; 326,,,,none,,,,,,NA,NA,NA,NA,NA,1
605,541,1,adult,541.1,Anophryocephalus.sp..541.1,L,symbiont,Cestoda,Cestoda,Tetrabothriidae,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,Anophryocephalus,sp.,Anophryocephalus.sp.,Genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,4,3,unknown,"Polar Sea, Arctic Ocean; AK, USA; Sausalito, CA, USA",405; 387; 539,,,,na,,,,,,NA,NA,NA,NA,NA,6
606,542,1,adult,542.1,Anthobothrium.cornucopia.542.1,L,symbiont,Cestoda,Cestoda,Tetraphyllidea,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllideaincertaesedis,Anthobothrium,cornucopia,Anthobothrium.cornucopia,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,4,3,unknown,"Northern California, CA, USA",586,,,,none,,,,,,NA,NA,NA,NA,NA,3
607,543,1,adult,543.1,Anthobothrium.parvum.543.1,L,symbiont,Cestoda,Cestoda,Tetraphyllidea,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllideaincertaesedis,Anthobothrium,parvum,Anthobothrium.parvum,species,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,4,2,3; 12,unknown,"Northern California, CA, USA",586,,,,"none, taxon inquirendum",,,,,,NA,NA,NA,NA,NA,5
611,545,4,metacestode,545.4,Callitetrarhynchus.gracilis.545.4,L,symbiont,Cestoda,Cestoda,trypanorhynch,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Callitetrarhynchus,gracilis,Callitetrarhynchus.gracilis.,Genus,Internal.Host,Endoparasite,Trophically Transmitted Parasite,Host-dependent,2,2,3,unknown,"Southern California, CA, USA; Central California, CA, USA",462; 586,,,,na,,,,,,NA,NA,NA,NA,NA,18
